DATASET,Index,WellID,Well Name,Loop,Channel,fps,version,HROI Change Intensity,Harmonic Intensity,Heart size,Intensity/Harmonic Intensity (top 5 %),Movement detection max,SNR,SNR Top 5%,Signal Intensity Top 5%,Signal intensity,Signal regional prominence,Stop frame,empty frames,Heartrate (BPM),ground truth,error
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,53,WE00066,F007,LO001,CO6,13,v1.3.1(feb22-region),343.5975,2678.470427,4800,30.75709754,7899,0.299334046,0.461733683,82382,20706,0.700208333,130,0,150,152,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,39,WE00051,E003,LO001,CO6,13,v1.3.1(feb22-region),343.8540099,61998.31244,7706,14.07970184,6062,0.545006374,0.932689881,872918,118493,0.8228653,130,0,90,91,1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,142,WE00070,F003,LO002,CO6,13,v1.3.1(feb22-region),344.2279077,60770.65209,6156,7.895693362,6381,0.58282995,0.882635033,479826,86693,0.899447693,130,0,96,95,1
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,20,WE00020,B005,LO001,CO6,13,v1.3.1(feb22-region),344.3036829,97692.00116,9612,4.091111228,6944,0.402190858,0.709772786,399669,64783,0.630565959,130,0,72,148.3,76.3
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,76,WE00088,H009,LO001,CO6,13,v1.3.1(feb22-region),344.458821,51716.60177,4614,8.96482201,5504,0.524840002,0.898071982,463630,88483,0.92674469,130,0,90,90,0
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,89,WE00018,B007,LO002,CO6,13,v1.3.1(feb22-region),344.7133415,2321.042904,6506,83.87417841,7576,0.383409295,0.672964803,194676,29866,0.865508761,130,0,168,168,0
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,37,WE00049,E001,LO001,CO6,13,v1.3.1(feb22-region),345.0599609,4581.852409,4603,22.35543996,5852,0.327127166,0.545185548,102429,23062,0.806647838,130,0,168,87,81
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,50,WE00050,E002,LO001,CO6,24,v1.3.1(feb22-region),345.0665236,4476.455617,1864,123.961687,4130,0.465660531,0.607166533,554909,108853,0.979077253,240,0,150,152.3,2.3
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,61,WE00073,G001,LO001,CO6,13,v1.3.1(feb22-region),345.6259647,26735.28057,5831,16.80130693,5561,0.474770102,0.899486637,449188,69779,0.8060367,130,0,108,108,0
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,5,WE00017,B008,LO001,CO6,13,v1.3.1(feb22-region),347.4460811,19397.04559,5499,20.11073134,3507,0.430613243,0.727360685,390089,68959,0.863429714,130,0,102,100.7,1.3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,61,WE00061,F012,LO001,CO6,24,v1.3.1(feb22-region),347.8660907,12211.10639,1389,150.9987159,2525,0.404933868,0.57747622,1843861,280265,0.903527718,240,0,96,93.8,2.2
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,12,WE00012,A012,LO001,CO6,24,v1.3.1(feb22-region),348.194351,50580.83068,2974,10.19923741,9137,0.612671145,0.837883068,515886,120978,0.951244116,240,0,144,144.6,0.6
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,45,WE00045,D004,LO001,CO6,24,v1.3.1(feb22-region),348.5178824,2594.365272,10597,313.0581461,77422,0.468907721,0.637312287,812187,76249,0.904312541,108,0,240,235.9,4.1
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,60,WE00060,E012,LO001,CO6,24,v1.3.1(feb22-region),348.8667462,3594.797092,2514,39.62836446,3368,0.3025286,0.483751483,142456,31812,0.799920446,240,0,246,248.3,2.3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,75,WE00075,G003,LO001,CO6,24,v1.3.1(feb22-region),349.4615075,31051.89785,4975,30.41168946,2731,0.394563459,0.56685562,944341,152949,0.825125628,240,0,96,98.2,2.2
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,44,WE00044,D005,LO001,CO6,24,v1.3.1(feb22-region),350.2402496,2340.437349,641,49.14913432,1564,0.329747915,0.435737721,115030,34435,0.544461778,240,0,174,177.6,3.6
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,71,WE00071,F002,LO001,CO6,13,v1.3.1(feb22-region),350.5350975,2824.569305,8049,33.29601357,9402,0.300060437,0.507179741,94047,21836,0.835507516,130,0,168,169.8,1.8
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,49,WE00062,F011,LO001,CO6,13,v1.3.1(feb22-region),352.746863,2859.719949,5977,64.61992615,7921,0.495912996,0.859605706,184795,33489,0.930399866,130,0,168,167.6,0.4
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,82,WE00084,G012,LO001,CO6,13,v1.3.1(feb22-region),353.0526403,37149.10429,6022,13.95719914,6194,0.498006359,0.829274521,518497,90067,0.922284955,130,0,102,102.3,0.3
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,6,WE00018,B007,LO001,CO6,13,v1.3.1(feb22-region),353.123193,49519.16487,7955,11.90137179,6160,0.501630475,0.890786973,589346,69995,0.915524827,130,0,108,108,0
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,121,WE00049,E001,LO002,CO6,13,v1.3.1(feb22-region),353.6570048,62367.84729,5382,5.674088019,2874081,0.465306479,0.75554313,353881,82382,0.88442958,125,0,81,82,1
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,25,WE00037,D012,LO001,CO6,13,v1.3.1(feb22-region),353.8011972,24142.53799,6348,17.10510087,4338,0.288410085,0.448472809,412961,71622,0.444706994,130,0,48,101,53
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,3,WE00003,A003,LO001,CO6,24,v1.3.1(feb22-region),353.8536585,82237.03588,1640,8.708664763,4611,0.345817586,0.620260498,716175,137598,0.698780488,240,0,84,86.7,2.7
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,26,WE00026,C002,LO001,CO6,13,v1.3.1(feb22-region),353.8539803,3255.137157,6595,37.02174936,9422,0.265247975,0.418415462,120511,21152,0.524639879,130,0,150,148.3,1.7
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,66,WE00078,G006,LO001,CO6,13,v1.3.1(feb22-region),353.8800857,20990.15979,5604,20.98621677,2493,0.433998313,0.716047297,440504,80757,0.899357602,130,0,108,107,1
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,52,WE00052,E004,LO001,CO6,13,v1.3.1(feb22-region),354.1004128,30507.68553,7509,5.491194675,13421,0.2230173,0.355673945,167524,39567,0.417099481,130,0,90,93.3,3.3
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,59,WE00073,G001,LO001,CO6,13,v1.3.1(feb22-region),354.4903367,4492.784175,3208,50.00643564,7457,0.435859029,0.781216483,224668,31609,0.885286783,130,0,174,175.5,1.5
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,18,WE00030,C006,LO001,CO6,13,v1.3.1(feb22-region),354.5428855,8044.12011,6051,29.33429993,5228,0.350014763,0.6094437,235969,42706,0.78879524,130,0,144,146,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,23,WE00035,C011,LO001,CO6,13,v1.3.1(feb22-region),354.9273638,21105.43464,4791,36.17896276,3047,0.430349462,0.771280829,763573,101703,0.73533709,130,0,102,103,1
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,41,WE00041,D008,LO001,CO6,13,v1.3.1(feb22-region),355.8905983,5359.295009,585,18.4413234,6390,0.399870859,0.699022766,98832,24958,0.864957265,130,0,174,NA,200
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,32,WE00044,D005,LO001,CO6,13,v1.3.1(feb22-region),356.4523701,500065.2629,6603,1.707145767,3421,0.47167114,0.761733581,853684,133430,0.687717704,130,0,96,97,1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,1,WE00013,B012,LO001,CO6,13,v1.3.1(feb22-region),357.7531883,4095.994574,5332,55.24556983,5493,0.444842888,0.797135804,226286,36510,0.883908477,130,0,156,154.7,1.3
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,60,WE00073,G001,LO001,CO6,13,v1.3.1(feb22-region),358.3412385,13547.17486,3036,15.81386182,7479,0.502498105,0.847373409,214233,37338,0.904150198,130,0,174,174,0
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,72,WE00086,H011,LO001,CO6,13,v1.3.1(feb22-region),358.7072776,75571.04984,1855,10.16733225,5079,0.50141429,0.79617993,768356,110653,0.903504043,130,0,90,91,1
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,113,WE00045,D004,LO002,CO6,13,v1.3.1(feb22-region),359.4683106,15053.48781,4623,24.39371937,4341,0.443211219,0.743104555,367211,69784,0.936837551,130,0,102,100.9,1.1
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,74,WE00074,G002,LO001,CO6,24,v1.3.1(feb22-region),359.5673289,119452.7128,2265,11.74550973,4144,0.735255502,0.922810419,1403033,290304,0.979249448,240,0,102,100.9,1.1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,95,WE00025,C001,LO002,CO6,13,v1.3.1(feb22-region),359.7087803,10415.59182,2517,9.859162083,9731,0.480299688,0.762802792,102689,29512,0.895510528,130,0,174,172.6,1.4
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,149,WE00083,G011,LO002,CO6,13,v1.3.1(feb22-region),359.8293006,11898.75722,6034,48.39582615,2894,0.399527261,0.699470011,575850,81986,0.845044746,130,0,108,109.5,1.5
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,38,WE00050,E002,LO001,CO6,13,v1.3.1(feb22-region),359.8346138,89409.72001,4946,19.81891227,7534,0.545822853,0.901777085,1772003,195933,0.959765467,130,0,96,97,1
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,27,WE00039,D010,LO001,CO6,13,v1.3.1(feb22-region),360.0417778,2838.768589,2250,123.8256973,2516,0.494215376,0.838053413,351513,55402,0.902666667,130,0,162,162,0
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,83,WE00083,G011,LO001,CO6,24,v1.3.1(feb22-region),360.8072658,3632.223492,2615,98.82443634,3526,0.319293968,0.429869086,358952,71178,0.65124283,240,0,156,152.9,3.1
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,101,WE00031,C007,LO002,CO6,13,v1.3.1(feb22-region),361.3542212,5454.629291,11075,38.96268807,6894,0.435522987,0.837850028,212527,35836,0.828442438,130,0,168,168,0
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,154,WE00085,H012,LO002,CO6,13,v1.3.1(feb22-region),361.7970722,3668.983898,3962,63.68777536,9737,0.309858681,0.515629246,233669,30464,0.800353357,130,0,162,159,3
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,44,WE00056,E008,LO001,CO6,13,v1.3.1(feb22-region),362.5943374,75257.07184,8512,9.834883626,6127,0.507233008,0.925105278,740145,90352,0.866776316,130,0,96,96,0
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,117,WE00045,D004,LO002,CO6,13,v1.3.1(feb22-region),362.7099073,36616.8653,5612,8.056797625,7010,0.469638725,0.833951779,295015,59736,0.857448325,130,0,102,103,1
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,20,WE00020,B005,LO001,CO6,13,v1.3.1(feb22-region),363.0930584,197880.903,1988,2.587068919,6231,0.404382447,0.658301435,511932,119552,0.490442656,130,0,90,48.8,41.2
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,43,WE00055,E007,LO001,CO6,13,v1.3.1(feb22-region),363.2401535,7913.896714,3910,23.01667108,5331,0.313135532,0.559208805,182152,33222,0.710741688,130,0,162,160,2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,107,WE00039,D010,LO002,CO6,13,v1.3.1(feb22-region),363.4764798,41420.87668,5761,13.93693495,4687,0.430269108,0.714459495,577280,86614,0.845512932,130,0,90,88.8,1.2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,48,WE00061,F012,LO001,CO6,13,v1.3.1(feb22-region),363.6864676,41593.29066,6599,10.47007961,6274,0.475176783,0.841485359,435485,77941,0.876951053,130,0,102,103.1,1.1
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,42,WE00042,D007,LO001,CO6,24,v1.3.1(feb22-region),364.1814729,2924.368486,6056,194.4493959,5461,0.600611344,0.951692797,568642,68386,0.979194188,240,0,252,252.3,0.3
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,166,WE00094,H003,LO002,CO6,13,v1.3.1(feb22-region),364.4504348,217680.1392,2875,7.911404519,4293,0.522129547,0.928882545,1722156,184074,0.823304348,130,0,90,90,0
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,86,WE00086,H011,LO001,CO6,24,v1.3.1(feb22-region),364.4532123,3988.29271,8592,43.09732401,5555,0.399255445,0.622051155,171885,36089,0.948673184,240,0,252,254.5,2.5
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,16,WE00016,B009,LO001,CO6,24,v1.3.1(feb22-region),364.9392168,274574.3653,3422,10.05227879,3886,0.515066835,0.783904666,2760098,316442,0.959380479,240,0,96,98.2,2.2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,29,WE00041,D008,LO001,CO6,13,v1.3.1(feb22-region),365.1427823,35948.8154,5729,18.13450447,4594,0.505027524,0.785593903,651914,114510,0.92145226,130,0,90,91.8,1.8
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,78,WE00080,G008,LO001,CO6,13,v1.3.1(feb22-region),365.3447656,6757.091763,6677,34.87304031,4836,0.368910284,0.607779698,235640,56636,0.810094354,130,0,102,99.8,2.2
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,35,WE00047,D002,LO001,CO6,13,v1.3.1(feb22-region),365.6480105,3115.381663,8344,55.68827337,2783841,0.326405099,0.514702504,173490,29782,0.599352828,87,0,161,166,5
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,10,WE00010,A010,LO001,CO6,13,v1.3.1(feb22-region),366.0403439,6221.95907,4536,32.97403866,5943,0.490804249,0.855656218,205163,45517,0.902557319,130,0,150,151,1
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,113,WE00043,D006,LO002,CO6,13,v1.3.1(feb22-region),366.2711524,3508.383531,11949,50.01395758,9121,0.420878214,0.812309885,175468,30119,0.853209474,130,0,168,168,0
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,33,WE00045,D004,LO001,CO6,13,v1.3.1(feb22-region),366.4430353,29009.55621,4810,15.79109354,4930,0.562218453,0.908631143,458093,87219,0.928274428,130,0,102,101.7,0.3
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,49,WE00049,E001,LO001,CO6,13,v1.3.1(feb22-region),366.5883912,8326.976338,7167,32.93378968,8141,0.275467633,0.439223136,274239,46884,0.605274173,130,0,96,92.5,3.5
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,85,WE00089,H008,LO001,CO6,13,v1.3.1(feb22-region),366.6096328,51145.96351,6727,18.15919614,7274,0.496080442,0.901348779,928770,125710,0.895793073,130,0,96,95.8,0.2
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,75,WE00089,H008,LO001,CO6,13,v1.3.1(feb22-region),366.690284,9256.777831,3345,11.42007936,2799,0.314219798,0.536050279,105713,25350,0.783557549,130,0,168,169.8,1.8
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,13,WE00025,C001,LO001,CO6,13,v1.3.1(feb22-region),367.7488553,48441.06311,4368,13.05397428,4306,0.413357377,0.727283836,632348,70645,0.772435897,130,0,168,166,2
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,15,WE00015,B010,LO001,CO6,13,v1.3.1(feb22-region),367.8192423,127511.963,7972,4.276918038,8116,0.416654809,0.718043023,545358,85587,0.633968891,130,0,78,78.7,0.7
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,29,WE00041,D008,LO001,CO6,13,v1.3.1(feb22-region),368.0495432,24432.85709,5692,17.42388697,5445,0.44237431,0.733651318,425715,73702,0.924104006,130,0,102,104,2
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,160,WE00092,H005,LO002,CO6,13,v1.3.1(feb22-region),368.7514481,4603.451369,1899,97.10448273,5506,0.379538308,0.757318768,447016,53656,0.826750922,130,0,162,161,1
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,31,WE00043,D006,LO001,CO6,13,v1.3.1(feb22-region),369.0928629,149971.465,7398,5.988612226,4261,0.340156507,0.60259625,898121,126487,0.451473371,130,0,48,98,50
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,69,WE00083,G011,LO001,CO6,13,v1.3.1(feb22-region),369.5032517,4014.389258,8457,87.63810666,5295,0.402510448,0.697722739,351813,44736,0.806432541,130,0,174,175.5,1.5
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,99,WE00030,C006,LO002,CO6,13,v1.3.1(feb22-region),370.1311021,14326.60251,5408,33.98190215,3680,0.339046086,0.539247677,486845,79698,0.71727071,130,0,102,104.5,2.5
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,1,WE00013,B012,LO001,CO6,13,v1.3.1(feb22-region),370.1451846,14286.79867,5524,25.28770567,5525,0.349055661,0.546973135,361280,69695,0.744750181,130,0,96,98,2
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,7,WE00019,B006,LO001,CO6,13,v1.3.1(feb22-region),370.1596872,15154.16102,5755,16.87331201,8267,0.432946488,0.663469125,255701,72383,0.902345786,130,0,102,100,2
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,164,WE00096,H001,LO002,CO6,13,v1.3.1(feb22-region),370.4731282,567.1141661,4354,342.5452783,10416,0.470565204,0.619009404,194262,24982,0.977491961,130,0,180,182,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,5,WE00017,B008,LO001,CO6,13,v1.3.1(feb22-region),370.6148108,7363.165538,5496,43.62512489,5194,0.308934378,0.511354624,321219,56305,0.728165939,130,0,90,87,3
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,66,WE00066,F007,LO001,CO6,24,v1.3.1(feb22-region),370.7883855,4445.230994,3289,122.3284329,3291,0.704220949,0.952600406,543778,113297,0.989966555,240,0,162,162.2,0.2
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,9,WE00009,A009,LO001,CO6,24,v1.3.1(feb22-region),371.0432363,2813.456541,2336,146.6276924,2526,0.597832566,0.897234624,412531,67674,0.969606164,240,0,228,228.4,0.4
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,48,WE00048,D001,LO001,CO6,24,v1.3.1(feb22-region),371.093577,4483.481075,1806,92.44154253,8861,0.417031537,0.603649234,414460,60968,0.933001107,240,0,180,176.8,3.2
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,65,WE00065,F008,LO001,CO6,24,v1.3.1(feb22-region),371.1724865,3863.128287,3322,139.5285429,3386,0.552345878,0.845968612,539017,94563,0.970499699,240,0,180,179.2,0.8
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,140,WE00071,F002,LO002,CO6,13,v1.3.1(feb22-region),371.2080238,7161.151035,7403,29.02918377,8820,0.357160333,0.63085952,207882,37491,0.727813049,130,0,156,155,1
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,73,WE00073,G001,LO001,CO6,24,v1.3.1(feb22-region),371.2862251,28670.93365,5873,22.06576985,4340,0.293187696,0.41107973,632646,112338,0.412055168,240,0,90,93.3,3.3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,67,WE00067,F006,LO001,CO6,24,v1.3.1(feb22-region),371.5363165,71944.11325,4626,11.63079495,5073,0.425999742,0.610465584,836767,161808,0.883484652,240,0,96,97.7,1.7
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,61,WE00074,G002,LO001,CO6,13,v1.3.1(feb22-region),373.197255,5041.761729,12532,68.66717652,11298,0.373141723,0.699150263,346204,49585,0.690233004,130,0,156,155,1
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,76,WE00076,G004,LO001,CO6,24,v1.3.1(feb22-region),373.3538329,6649.834605,10423,266.8691079,80346,0.429013594,0.617154328,1774635,181535,0.904442099,201,0,158,160.9,2.9
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,138,WE00072,F001,LO002,CO6,13,v1.3.1(feb22-region),373.6178803,11024.13702,4161,55.55850985,6095,0.447479141,0.673955317,612485,107450,0.913001682,130,0,96,94.4,1.6
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,64,WE00064,F009,LO001,CO6,24,v1.3.1(feb22-region),373.7135611,2814.922652,22277,721.4575278,93636,0.534123452,0.951788623,2030847,152912,0.851685595,184,0,250,249.7,0.3
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,9,WE00009,A009,LO001,CO6,13,v1.3.1(feb22-region),373.8605687,5479.887039,7631,45.62631376,5940,0.330007931,0.509826463,250027,56916,0.759795571,130,0,102,100,2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,104,WE00036,C012,LO002,CO6,13,v1.3.1(feb22-region),374.0466003,43358.05212,4721,10.98959166,4204,0.512304683,0.885593384,476487,85735,0.912518534,130,0,108,107.6,0.4
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,48,WE00060,E012,LO001,CO6,13,v1.3.1(feb22-region),374.1279258,2656.311444,4315,46.12919621,5898,0.573935336,0.886344856,122534,35855,0.968945539,130,0,168,146,22
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,120,WE00053,E005,LO002,CO6,13,v1.3.1(feb22-region),374.1417368,10475.75022,7013,47.41628694,6718,0.398871042,0.638625396,496721,89860,0.852702125,130,0,90,92.5,2.5
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,58,WE00059,E011,LO001,CO6,13,v1.3.1(feb22-region),374.150821,7587.348966,7247,61.4336462,6253,0.348864016,0.508410646,466119,78283,0.781288809,130,0,90,91,1
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,72,WE00074,G002,LO001,CO6,13,v1.3.1(feb22-region),375.0240255,17530.38563,4079,63.65762496,3350,0.353001891,0.616370214,1115943,122840,0.760235352,130,0,102,99.8,2.2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,50,WE00062,F011,LO001,CO6,13,v1.3.1(feb22-region),375.3798222,4774.547159,12598,96.31597667,10750,0.352489877,0.490357371,459865,90052,0.758691856,130,0,102,101,1
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,21,WE00033,C009,LO001,CO6,13,v1.3.1(feb22-region),375.8965761,682753.5364,8499,0.899905383,5708,0.395279409,0.714069398,614414,76396,0.591834333,130,0,102,51,51
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,120,WE00050,E002,LO002,CO6,13,v1.3.1(feb22-region),375.9762717,2814.93794,6448,36.58905527,12626,0.328390534,0.536041947,102996,24544,0.858405707,130,0,168,166,2
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,4,WE00016,B009,LO001,CO6,13,v1.3.1(feb22-region),376.0192016,61989.83523,7916,10.92832916,4717,0.52395861,0.845615588,677445,112128,0.924077817,130,0,96,96,0
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,54,WE00066,F007,LO001,CO6,13,v1.3.1(feb22-region),376.0650957,70813.34163,6790,8.754345809,6563,0.529609615,0.942261668,619924,97674,0.873048601,130,0,96,97,1
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,8,WE00008,A008,LO001,CO6,24,v1.3.1(feb22-region),376.1068935,172015.3237,9168,6.01356633,3668,0.636148809,0.925943033,1034426,159521,0.94960733,240,0,144,144.7,0.7
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,38,WE00050,E002,LO001,CO6,13,v1.3.1(feb22-region),376.2413793,11942.46111,2378,7.388889734,4655,0.26960292,0.505697406,88242,22552,0.687132044,130,0,174,169,5
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,42,WE00054,E006,LO001,CO6,13,v1.3.1(feb22-region),377.1478982,3064.953405,5186,45.64802251,5839,0.317965698,0.50547125,139909,26542,0.818164288,130,0,156,161,5
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,40,WE00040,D009,LO001,CO6,24,v1.3.1(feb22-region),378.0832939,26351.49735,2113,164.5367403,11053,0.460296829,0.584300608,4335789,436252,0.974917179,240,0,96,98.6,2.6
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,4,WE00016,B009,LO001,CO6,13,v1.3.1(feb22-region),378.3202421,8283.711485,6773,49.94597735,3732,0.272990312,0.442824058,413738,74860,0.406023918,130,0,96,99,3
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,156,WE00086,H011,LO002,CO6,13,v1.3.1(feb22-region),378.7447408,3959.82102,4611,59.82200917,1864155,0.362215039,0.530058741,236884,46115,0.635653871,75,0,146,151,5
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,3,WE00015,B010,LO001,CO6,13,v1.3.1(feb22-region),379.9246775,2231.114452,2403,77.25297331,6198,0.526568433,0.848775646,172360,38827,0.925093633,130,0,162,163,1
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,91,WE00091,H006,LO001,CO6,24,v1.3.1(feb22-region),380.4950882,695842.5446,9467,4.522004922,7009,0.605540697,0.866653519,3146603,498998,0.916129714,240,0,84,83.9,0.1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,137,WE00067,F006,LO002,CO6,13,v1.3.1(feb22-region),380.7228936,3841.239813,5958,40.89899312,5101,0.316744,0.528505777,157103,33088,0.744041625,130,0,150,153.5,3.5
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,32,WE00032,C008,LO001,CO6,13,v1.3.1(feb22-region),380.8006564,26028.37077,5789,14.46765545,5485,0.566543788,0.850896178,376570,89064,0.916738642,130,0,102,103.1,1.1
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,5,WE00017,B008,LO001,CO6,13,v1.3.1(feb22-region),381.090273,57591.04655,7289,9.510765568,5045,0.410735363,0.772954894,547735,84270,0.814240637,130,0,96,95,1
